filename,transcript,label
1_10004_u.wav,"And of those few months, how long have you been a demented sex pervert?",0.0
1_10009_u.wav,"Let the dead man talk. So, why do you think that?",0.0
1_1001_u.wav,"What else? Sell it on eBay as ""slightly used.""",0.0
1_1003_u.wav,"Good idea, sit with her. Hold her, comfort her. And if the moment feels right, see if you can cop a feel.",1.0
1_10190_u.wav,"Well, now that I've given up string theory, I'm struggling to find my next area of focus. So, in your professional opinion, which of these areas do you think is the most promising?",0.0
1_10462_u.wav,"You know, if you're really serious about that, I hear there are some exciting opportunities in home care for the old and fat.",1.0
1_10495_u.wav,"And if it turns out you don't... - you and I could live together. - You and... Oh, sure.",1.0
1_10496_u.wav,"- You and... Oh, sure. And while we're at it, why don't we get engaged, too? Why don't we get a little house, start a family? Enjoy our sunset years together? Do you hear yourself, woman?!",1.0
1_105_u.wav,I'm just inferring this is a couch because the evidence suggests the coffee table is having a tiny garage sale.,1.0
1_10748_u.wav,"There they go, fighting again. You'd never hear her talk that way to Sauvignon Blanc.",1.0
1_10797_u.wav,"I'm with him three years, nothing. She's with two minutes, and he's taking his pants off.",0.0
1_10810_u.wav,I'll give you a plan right now. Step one: open comic book store. Step two: start rumor this comic book store gives you genital warts.,0.0
1_10829_u.wav,"On the bright side, that Oxford study was right. One friend down. I wonder who you're going to lose next.",1.0
1_10849_u.wav,That's how much buying a comic book store means to me.,0.0
1_10853_u.wav,"Okay, sit down. Listen, Emily, what happened between me and Raj was a long time ago. It was,",0.0
1_10857_u.wav,It's true-- you're both gorgeous. Kind of says something about the man who could bed you both.,0.0
1_10859_u.wav,I don't need a reason-- it's my house.,0.0
1_10890_u.wav,"Boy, when you met Bernadette, the field of robotics really took a hit.",1.0
1_10977_u.wav,Let's not talk about this in front of our friends.,0.0
1_11006_u.wav,Maybe it's a good thing we came here. It's like a lesson in what not to do.,1.0
1_11021_u.wav,"Same as all of us, getting out of a car without underwear.",1.0
1_11042_u.wav,"Because no one wants to see Neil deGrasse Tyson in a wet T-shirt, bent over the hood of a Porsche.",0.0
1_11046_u.wav,"Wow, he really went where no man has gone before.",0.0
1_11051_u.wav,"Well, he said it was a tribble. It could be a toupee, but either way, it's pretty cool.",0.0
1_11055_u.wav,"Ah, that's a good question. Apparently someone was being awfully flirty while not wearing their engagement ring, causing another someone to show up here thinking the first someone might be available.",1.0
1_11098_u.wav,"Wow, you still have it? I just assumed it was balled up in the corner of a barn somewhere.",1.0
1_11120_u.wav,"Next time I might be in a rush, it's good to have a few in the bank.",0.0
1_11177_u.wav,I'm listening to you snore. I'm wondering how I'll ever sleep without it.,1.0
1_11201_u.wav,"He probably got a new one. Finish your breakfast. Look, there's an entire section of my dashboard that doesn't have any syrup on it.",0.0
1_11224_u.wav,And here I am in the trap. You just keep talking. I'm gonna chew my leg off.,1.0
1_11232_u.wav,"And I love that I work and do all the cleaning, and you're okay with that.",1.0
1_11236_u.wav,"Oh, you're hardly out of the woods, no. You still run the risk of infection, a blood clot, the possibility that an inattentive surgeon let a barn spider lay eggs in your nose.",0.0
1_11242_u.wav,"I love that you take pride in your looks, even when I have to pee in the morning, and you're in there spending an hour on your hair.",1.0
1_11243_u.wav,I love that you're too good to pee in the kitchen sink.,1.0
1_11253_u.wav,"So as they say, all good things must come to an end.",0.0
1_11257_u.wav,Doesn't Professor Abbott's family want any of this stuff?,0.0
1_11306_u.wav,"I guess the sad truth is, not everyone will accomplish something great. Some of us may just have to find meaning in the little moments that make up life.",0.0
1_11322_u.wav,"You know what? That was almost on topic. I'm gonna say, ""Good job, Sheldon.""",1.0
1_11378_u.wav,Are you sure a dummy like me can handle something as complicated as a blanket?,1.0
1_11439_u.wav,"No, you're right, we should do what you do. Have our mom send us pants from the Walmart in Houston.",1.0
1_1144_u.wav,"Notify the editors of the Oxford English Dictionary. The word ""plenty"" has been redefined to mean ""two.""",1.0
1_11485_u.wav,Is that why you had to take him to Office Depot last night?,0.0
1_11526_u.wav,"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?",0.0
1_11529_u.wav,"And how difficult it is to do when she's bloated, cranky and crampy?",0.0
1_11609_u.wav,"I've, uh, created some other user accounts so I can post positive comments about their paper.",0.0
1_11697_u.wav,The answer's in this puzzle box. Let's see if you can open it.,1.0
1_11699_u.wav,"No, Stuart picked out those throw pillows all on his own.",1.0
1_11723_u.wav,"Not much, but he seemed to be in a pretty good place.",0.0
1_11736_u.wav,"I don't know, perhaps somebody took it off the carousel by mistake?",0.0
1_11773_u.wav,This is why I've been saying we should keep champagne on ice.,1.0
1_1180_u.wav,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",1.0
1_1185_u.wav,I think tonight was a very good start.,0.0
1_11885_u.wav,"Yeah, turns out half a dozen menorahs really sets a mood.",1.0
1_11889_u.wav,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",0.0
1_1189_u.wav,"I'm sorry, I am not going back to the Renaissance fair.",0.0
1_11901_u.wav,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",1.0
1_11913_u.wav,It's why my people wandered the desert for 40 years. Took that long to walk it off.,1.0
1_11924_u.wav,"All right, Amy's in charge of pricing and being 75.",1.0
1_11928_u.wav,"And if I had a friend, they might have told me that.",0.0
1_12002_u.wav,Then buckle up; you're in for a cranky night.,0.0
1_12083_u.wav,"Oh, just put it in your mouth and pop it like a zit.",0.0
1_12202_u.wav,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",1.0
1_12275_u.wav,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",0.0
1_12320_u.wav,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",0.0
1_12331_u.wav,"Wow, there's a Denny's in Vegas you can actually get married in.",0.0
1_1262_u.wav,You were very clear. As was everyone else at the table.,0.0
1_1296_u.wav,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",1.0
1_1466_u.wav,"Maybe when I publish it, I'll include an inhaler.",1.0
1_1470_u.wav,I don't know. It just died. I'm getting a bunch of static.,0.0
1_1478_u.wav,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",1.0
1_1484_u.wav,The big deal is that nobody touches food on my plate.,0.0
1_1549_u.wav,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,1.0
1_1560_u.wav,How nice. Maybe they can carpool when they visit you in federal prison.,1.0
1_162_u.wav,"Sheldon, if you were a robot, and I knew and you didn't...",0.0
1_1627_u.wav,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",0.0
1_1638_u.wav,The blunt instrument that will be the focus of my murder trial?,1.0
1_1666_u.wav,Would it work if I just punched you in the face?,0.0
1_1678_u.wav,Answering the question once and for all why Wolowitz bailed out of medical school.,0.0
1_1722_u.wav,My aunt Marion gave them to me for my 12th birthday.,0.0
1_1732_u.wav,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,1.0
1_175_u.wav,"If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.",1.0
1_1772_u.wav,"""Dave."" Sounds like Leonard's got a new BFF.",1.0
1_1798_u.wav,"If you don't like this stuff, let's go next door and build her a bear.",1.0
1_1803_u.wav,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""",1.0
1_182_u.wav,No. The dark crescent-shaped patterns under your arms conceal it nicely.,1.0
1_1931_u.wav,Why don't you just lie down on the floor and swim there?,1.0
1_1973_u.wav,I hope I'm a waitress at the Cheesecake Factory for my whole life.,1.0
1_1987_u.wav,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",1.0
1_2075_u.wav,There's no hurry. Tell them more about their secret love for each other.,0.0
1_2119_u.wav,"Kind of makes you feel more alive, doesn't it?",1.0
1_213_u.wav,"How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",1.0
1_2198_u.wav,"Assuming I can keep up this pace, three hours, 11 minutes. Plus however long it takes to conclude this fairly pointless conversation.",1.0
1_2216_u.wav,"Excuse me, but what about me? Why don't I get a shot?",0.0
1_2354_u.wav,"So? Do cocaine smugglers write ""cocaine"" on the box?",1.0
1_2361_u.wav,Thank you so much for giving me the opportunity to help.,0.0
1_2420_u.wav,You know this can go on all night. Why don't you just come with us?,0.0
1_2423_u.wav,Provided he has already read and is familiar with the reestablishment of the DC multiverse.,0.0
1_2464_u.wav,"You think ""coffee,"" means coffee. That is so sweet.",1.0
1_2575_u.wav,"You don't really believe in that superstition, do you?",0.0
1_2580_u.wav,"Okay, here's an idea. What if I change my name and go live with my cousin and her husband, Avi, in Israel?",1.0
1_2614_u.wav,Hardly a day goes by when I don't think about it.,1.0
1_2616_u.wav,"Sure, maybe a tableau of me trying to pummel you to death.",1.0
1_2664_u.wav,"Terrific, it's just that... I don't think Penny wants me to go.",0.0
1_2669_u.wav,What did you mean when you said you were going to miss me?,0.0
1_276_u.wav,"Yeah, my parents felt that naming me Leonard and putting me in Advanced Placement classes wasn't getting me beaten up enough.",1.0
1_2778_u.wav,"Ooh, big talk from a man who was once treed by a chicken.",1.0
1_2792_u.wav,"No, I mean, we can always go back to being friends.",0.0
1_2797_u.wav,It's an iCal download. She can put it right in her phone.,1.0
1_2819_u.wav,"You know, I've always wanted to go to a Goth nightclub.",1.0
1_2830_u.wav,"No, I'm behind on my Wiki-reading. I'm kind of on a John Grisham kick right now.",0.0
1_2837_u.wav,"- Chocolate? - No, I don't want any chocolate!",0.0
1_2842_u.wav,"Oh, you know, Goth stuff. Goth magazines, Goth music.",0.0
1_2853_u.wav,"Obviously, waitressing at The Cheese Cake Factory is a complex socio-economic activity that requires a great deal of analysis and planning.",1.0
1_3064_u.wav,When I have enough to destroy all the human toast on the Battlestar known as Galactica.,1.0
1_3069_u.wav,Seems like an awful lot of trouble to go through for intercourse.,0.0
1_3125_u.wav,"But if she dumps you, she'll have a new boyfriend by tomorrow morning and you'll have a new girlfriend when you figure out how to build one.",1.0
1_3177_u.wav,"Not a great movie, but look at that beautiful desert.",0.0
1_3204_u.wav,Right. That was so good! Sweety and meaty at the same time.,0.0
1_3256_u.wav,"I'm sorry, fiddling with yourself in the bathtub is a real class act.",1.0
1_3259_u.wav,"No, I mean Princess Leia. Of course I mean Bernadette. She's a wonderful girl and she really likes you.",1.0
1_3287_u.wav,"Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?",1.0
1_3293_u.wav,Leonard's work is nearly as amazing as third graders growing lima beans in wet paper towels.,1.0
1_3333_u.wav,"Okay, I got a bone to pick with you.",0.0
1_3348_u.wav,"Raj, you should've seen Leonard's experiment. The interference pattern was so cool when the electron beam was on.",0.0
1_3371_u.wav,"I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don't want someone like that operating heavy machinery.",0.0
1_340_u.wav,"Sure, cut the foreigner in half. There's a billion more where he came from.",1.0
1_3419_u.wav,"Oh, we don't need to talk about that anymore. Leonard covered it pretty well in the car.",1.0
1_3476_u.wav,Don't you think looking for a new city to live in is a bit of an overreaction?,0.0
1_3545_u.wav,"I understand your point, but given a choice, Jews always go with Chinese food.",1.0
1_3573_u.wav,"Well, I always figured it was to study us, discover our weaknesses, and report back to your alien overlords.",1.0
1_3599_u.wav,Why don't you keep that stuff in the bathroom?,0.0
1_3649_u.wav,"Oh, no, no, I said I'm inviting you to come with me to Stan Lee's house.",0.0
1_3660_u.wav,There a new girlfriend in there? 'Cause you might need one.,1.0
1_3707_u.wav,"Oh, I'm so glad you asked it like that. You.",1.0
1_3766_u.wav,Can we please talk about something else? Maybe something vaguely related to life as we know it on this planet?,1.0
1_3837_u.wav,"Excuse me, I'm thirsty, so I'm going to go to the refrigerator and get myself a refreshing beverage.",0.0
1_3840_u.wav,"I read a study online that walking after a meal not only aids in digestion, but increases serotonin, and you know me, if there's one thing I like more than a refreshing beverage, it's serotonin. Bye-bye.",0.0
1_3842_u.wav,"So what, you're just gonna walk up and down the stairs?",0.0
1_3911_u.wav,"That's very thoughtful, but I think I'll finish my coffee first.",0.0
1_4031_u.wav,"In 1917, when Albert Einstein established the theoretic foundation for the laser in his paper <i>""Zur Quantentheorie der</i> <i>Strahlung,""</i> his fondest hope was that the resultant device be bitchin'.",1.0
1_410_u.wav,"Leonard, may I present, live from New Delhi, Dr. and Mrs. V. M. Koothrappali.",0.0
1_4145_u.wav,A lot of people are working on that research. So what is all this?,1.0
1_427_u.wav,"Well, I'm sorry, too, but there's just no room for you in my wallet.",1.0
1_4281_u.wav,It was the kind of thing that makes it kind of hard to face her now.,0.0
1_4286_u.wav,"All right, all right. He can buy his own desk.",0.0
1_4290_u.wav,I just have a question. Does Bernadette ever talk about me?,0.0
1_430_u.wav,"I've got some feelers out. In the meantime, listen to this.",0.0
1_4352_u.wav,He does it all the time. He's a cornucopia of social awkwardness.,0.0
1_4477_u.wav,I just want to ask you a few questions about Howard Wolowitz.,0.0
1_4544_u.wav,"Yes. In fact, our menses are synchronized. Penny. Bernadette tells me you're planning a girls' night.",0.0
1_4552_u.wav,"...so anyway, to make a long story short, turns out I have an unusually firm cervix.",0.0
1_4576_u.wav,"Bernadette dared me to tell a dirty story. ""The Miller's Tale"" by Chaucer is the dirtiest story I know. It would have been hidden in sock drawers if people in the 14th century had worn socks.",0.0
1_4603_u.wav,Is it possible that she was going for your cheek and you moved and she accidentally got lip? That happens with me and my mom all the time.,0.0
1_4639_u.wav,"Well, I'm just glad you finally found yourself a keeper.",0.0
1_467_u.wav,That woman looks exactly like the pictures of Princess Panchali in the book. How often does one see a beloved fictional character come to life?,0.0
1_4743_u.wav,"Oh, and the science dudes want to talk science with you. What do you want to talk about-- rocks, dinosaurs, our friend the beaver?",1.0
1_4760_u.wav,"In the bedrooms of ten-year- old girls, where they belong.",1.0
1_4789_u.wav,"I don't know. Somebody bigger and... Yeah, sure. Why not you?",1.0
1_4792_u.wav,"Obviously, we're no longer a Justice League. We have no choice but to switch to our Muppet Baby costumes.",0.0
1_4850_u.wav,I understand. Your loyalty is admirable. But what if I were to up the ante?,0.0
1_4949_u.wav,"Certainly. I'd like to raise two points. Number one, I think they <i>are</i> talking about penises. And number two, these mimosas are kicking my little brown ass.",0.0
1_4967_u.wav,We might be starting to zero in on your problem.,1.0
1_4995_u.wav,"Hey, you taught me something. Who would have thought it?",1.0
1_5058_u.wav,"An entire dinner to talk about your research? Where you going, the drive-thru at Jack in the Box?",1.0
1_506_u.wav,Not to mention you'd have to power down on saturdays.,0.0
1_507_u.wav,"Well, there's always the possibility that a trash can spontaneously formed around the letter but Occam's rasor would suggest that someone threw it out.",1.0
1_5109_u.wav,"Yeah, but you were just sleeping, because I forboded you to have sex.",0.0
1_5134_u.wav,"Oh, yeah, yeah. It's real great. Today I drove to Van Nuys for an audition I thought was going to be for a cat food commercial. Turned out to be porn.",1.0
1_5156_u.wav,"That's got to be fun for you, huh? Watching Hofstadter suck the saliva out of your sister's mouth?",1.0
1_5166_u.wav,"Yeah, it's a great time to be alive, isn't it?",1.0
1_5169_u.wav,I'm not saying that you're not fun. You're the most fun person I know.,0.0
1_5211_u.wav,"Saying that while holding a snowflake is a bit heavy-handed, don't you think?",1.0
1_5212_u.wav,"I'm sorry, Sheldon bought a loom and learned how to weave?",0.0
1_533_u.wav,"Technically, yes. But, if you'll notice... It's reversible!",0.0
1_536_u.wav,Just the latest copy of Applied Particle Physics quarterly.,1.0
1_537_u.wav,"Oh, you know, that is so weird that yours came and mine didn't.",1.0
1_5496_u.wav,"Okay, Amy, you're being silly. I'm not concerned about who hangs out with who. And I certainly don't have a problem with Leonard's new girlfriend who wears way too much makeup. Ooh, these are cute. Of course if I buy them, I'll have to rent my womb out to a gay couple.",1.0
1_5571_u.wav,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.",1.0
1_5572_u.wav,"He drank from Leonard's glass. ""He drank from Leonard's glass""-- the words they'll be carving into my tombstone.",1.0
1_5580_u.wav,"Right, right, whereas Jewish mothers take a casual, la-di-da approach to their sons.",1.0
1_5581_u.wav,I gargled with tequila and may have swallowed a teeny bit.,0.0
1_5617_u.wav,Thanks for clearing that up,1.0
1_5627_u.wav,"Your girlfriend and your ex-girlfriend are hanging out together? Oh, yeah, that can only be good for you.",1.0
1_5679_u.wav,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",1.0
1_5699_u.wav,"Congratulations and welcome temporarily aboard. Here's your I.D. card, your key and your lapel pin. Which Leonard was too cool to wear.",1.0
1_5751_u.wav,Of course you do. You're a cutie pie! Any girl would be lucky to have you!,0.0
1_5758_u.wav,"Oh, I could so see you being the face of hemorrhoids.",1.0
1_5786_u.wav,"All right, so technically it's not a dinner date. I suppose you could call it a, uh, dinfast date. But if you did, you'd open yourself to peer-based mocking, such as, ""Hey, Leonard, how was your dinfast with Priya last night?""",0.0
1_5880_u.wav,"When you're done copping a feel, that goes on my wrist.",1.0
1_5919_u.wav,"Because you don't have a girlfriend? Well, good Lord, if that becomes a reason not to play Dungeons & Dragons, this game's in serious trouble.",0.0
1_5953_u.wav,Here's some other fun news on the Raj/Emily front. He gave her a pair of diamond earrings and leased her a car.,0.0
1_5964_u.wav,Smart. Whisper so the deaf chick can't hear you.,1.0
1_60_u.wav,It's just a privilege to watch your mind at work.,1.0
1_6020_u.wav,You just got off the list. Would you like back on it? This'll just take a moment. It's on a five and a quarter inch floppy.,1.0
1_6032_u.wav,"You see betrayal in others, but not yourself.",1.0
1_6039_u.wav,I don't know what I'm going to do. I don't want to break up over this.,0.0
1_6065_u.wav,"Frankly, Mom, I'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.",1.0
1_6092_u.wav,"We don't say that, either. I'll make you a list. Oh, that would be mighty white of you.",0.0
1_6113_u.wav,"So, this spring, I get to go to the International Space Station. Oh, my word, a trip to the heavens.",0.0
1_6134_u.wav,"No, I'm just allergic to people who get Nobel Prizes for no good reason.",1.0
1_6165_u.wav,"Yes, there's nothing quite like the slightly widened eyes of mildly startled.",1.0
1_6183_u.wav,You have a thing of paper clips right there.,0.0
1_6188_u.wav,"Oh, my God, that's where I know you from.",1.0
1_6211_u.wav,"No. You mean this was all a ruse? Oh, how could I be so stu...",0.0
1_6221_u.wav,"Well, if you don't mind looking like an orange traffic cone, great.",1.0
1_6355_u.wav,"said horrible things about each other in public... all in all, a pretty magical night.",1.0
1_6370_u.wav,"Oh, of course he is. She's very interesting. Did you know, when she was 14, she severed the webbing between her own toes?",1.0
1_6426_u.wav,"You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there.",1.0
1_6427_u.wav,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,1.0
1_6428_u.wav,Sure. You want to see what all the scientists are wearing this year.,1.0
1_6472_u.wav,You'd think a winner could make a decent cup of cocoa.,1.0
1_6504_u.wav,"Oh, I see why you're confused. No, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. That's all about yucky, squishy things.",1.0
1_6534_u.wav,"No, but maybe she wants a man with a pocket watch.",0.0
1_6627_u.wav,"Well, yeah, sex with you is pretty great. Have you ever tried it?",0.0
1_6645_u.wav,"Well, that wady took high-wes pictures of my junk wast night for Cwaigswist.",0.0
1_6648_u.wav,You mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,1.0
1_6683_u.wav,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named ""Crash.""",1.0
1_672_u.wav,Do you think Penny will come here and take care of us?,0.0
1_6766_u.wav,Maybe that's because I'm not being challenged. It's the same reason Einstein failed math.,0.0
1_6769_u.wav,"Hope your hands are steady. It's the width of a single hair. But this is just biology, so I'm sure it's no problem for a genius like you.",1.0
1_6835_u.wav,"Oh, screw her. She's just lucky we let her hang out with us.",0.0
1_6860_u.wav,"I'm sorry, it's the bad boy attitude that comes with this hair.",0.0
1_70_u.wav,I don't think I'll be able to stop thinking about it.,1.0
1_7047_u.wav,"Also instead of just living in your mother's house, you could actually live inside her body.",1.0
